product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
ce5b91848b91118daffb3af53b747475,esporte_lazer,500,6990,40,0,340,90,310,sports_leisure
5370b82a213393979691c98074265584,bebes,520,7080,90,79500,330,300,440,baby
b8dac5113b06a97e64943234522572b9,automotivo,430,10620,20,60000,870,30,420,auto
750cf819d127191920eda79a4b6fb479,eletronicos,310,8060,10,2630,180,120,160,electronics
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,370,3520,10,39000,190,200,150,housewares
680874c570dad71c0a2844cfbf417054,moveis_decoracao,470,5020,10,6000,250,250,250,furniture_decor
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,630,2540,20,20500,490,130,410,furniture_decor
1c6fb703c624b381a20f21f757694866,brinquedos,330,4710,20,7250,220,170,150,toys
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,560,5090,40,63500,450,150,350,bed_bath_table
b864b103180d5a6a3f830e67f93e8735,bebes,470,9800,40,6000,700,110,110,baby
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,380,17010,20,117500,180,400,790,cool_stuff
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,200,8660,30,25500,220,320,380,toys
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,380,11760,30,153500,470,400,470,cool_stuff
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,420,3030,20,13000,250,160,250,furniture_decor
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,600,19720,20,8500,690,110,110,furniture_decor
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,600,3300,10,13000,190,280,170,health_beauty
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,530,32180,50,48000,600,300,150,sports_leisure
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,550,4100,20,13000,360,160,240,cool_stuff
334479e94cba98064050db1c9636e244,automotivo,570,3110,10,2200,180,140,170,auto
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,500,5090,40,57000,410,170,490,baby
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,530,12910,20,4500,200,400,300,luggage_accessories
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,600,4020,20,20000,320,120,370,fashion_shoes
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,510,4270,20,1000,190,30,110,telephony
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,580,12520,10,11000,300,200,230,cool_stuff
1065dbb6b0bf03daaedab1236979e296,papelaria,490,4880,30,14000,380,400,390,stationery
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,500,4230,40,2500,200,140,120,toys
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,470,9560,10,10500,250,200,140,sports_leisure
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,590,1440,10,5000,240,70,160,stationery
36555a2f528d7b2a255c504191445d39,beleza_saude,510,10690,10,14670,230,160,200,health_beauty
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,500,5540,30,1000,160,50,110,fashion_bags_accessories
dc21247da0290904ffbbcd5953c76f95,papelaria,410,920,10,1000,160,50,160,stationery
9020ce7adcc384b2899ae87ddc54767b,papelaria,430,1980,20,3000,230,70,150,stationery
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,500,2550,20,9500,600,150,150,sports_leisure
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,330,2000,10,2500,170,30,110,garden_tools
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,550,10670,10,120000,270,500,530,computers
94080f9219044d897195e2be145945dc,automotivo,600,15430,60,9210,170,90,160,auto
d0389f20b3d11de54e1e4561df147683,casa_construcao,550,14410,10,100000,600,250,250,home_construction
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,560,4890,20,2500,160,110,110,watches_gifts
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,570,9920,30,12000,440,200,200,cool_stuff
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,540,3390,10,48000,250,80,250,construction_tools_construction
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,540,4630,10,7000,400,200,200,pet_shop
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,400,14690,30,10500,180,210,270,health_beauty
278b3c6462e86b4556b99989513ddf73,eletroportateis,580,5870,30,3500,200,200,200,small_appliances
0d009643171aee696f4733340bc2fdd0,perfumaria,520,1500,10,4220,210,160,180,perfumery
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,510,4840,10,3170,190,130,160,watches_gifts
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,390,4300,10,164000,630,660,560,agro_industry_and_commerce
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,220,13130,10,9380,290,220,230,health_beauty
3569d4374a919941a50f57371b1dc93d,beleza_saude,370,11680,10,27000,210,160,310,health_beauty
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,390,11460,10,17500,300,180,300,bed_bath_table
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,420,6710,10,38500,290,120,240,garden_tools
b1eae565a61935e0011ee7682fef9dc9,perfumaria,490,4600,20,2670,170,130,170,perfumery
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,590,23670,30,162000,550,400,400,musical_instruments
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,540,3810,20,14000,380,90,270,bed_bath_table
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,500,6070,10,64500,1000,100,110,bed_bath_table
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,590,17500,30,23000,1050,30,700,furniture_decor
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,550,1630,20,3000,250,80,180,computers_accessories
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,430,1010,10,6000,500,100,120,sports_leisure
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,600,24970,10,36000,200,200,200,health_beauty
adf591c625cb265c12bc6749d3a2f757,beleza_saude,600,11460,60,1500,200,240,330,health_beauty
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,570,9000,40,4000,160,40,110,sports_leisure
64c8f1a52b407d92518a1f8b79240a70,telefonia,490,3190,10,1000,180,60,110,telephony
af16005fca813272caf59c432153949e,moveis_decoracao,550,11860,20,8000,530,80,200,furniture_decor
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,580,7030,60,52500,470,190,230,auto
d8a405c732027a2af3187b031890933d,automotivo,500,3610,10,2000,350,40,260,auto
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,580,8990,20,3350,170,110,120,watches_gifts
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,490,7010,10,13000,500,120,120,bed_bath_table
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,470,14050,30,1500,350,20,250,furniture_decor
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,590,5040,30,3670,160,40,110,computers_accessories
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,570,2760,40,2500,160,20,110,watches_gifts
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,460,2870,10,85000,750,250,550,furniture_decor
c18c01e09509a509e2b88d3ed40c580e,bebes,460,10390,10,21500,420,250,150,baby
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,560,6630,40,1500,160,50,110,sports_leisure
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,390,1700,10,6500,270,100,220,bed_bath_table
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,530,7940,40,27000,200,260,320,small_appliances
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,560,4140,10,12000,230,220,160,housewares
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,360,3120,20,60500,550,100,460,furniture_living_room
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,530,4250,10,1500,160,60,110,sports_leisure
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,580,9180,60,10500,160,200,160,home_construction
b6f3b8136ba8302906df7e11ff908751,pet_shop,360,6170,10,13500,230,70,300,pet_shop
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,410,2700,10,6000,360,60,190,housewares
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,220,2750,10,10000,300,180,180,furniture_decor
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,580,3810,20,15500,430,80,330,bed_bath_table
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,580,2230,10,27000,450,130,350,bed_bath_table
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,630,19300,90,2000,190,50,110,telephony
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,510,2440,10,8000,380,80,280,luggage_accessories
8da90b37f0fb171b4877c124f965b1f6,perfumaria,560,7330,30,3770,180,130,150,perfumery
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,520,10490,30,4000,450,220,430,sports_leisure
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,510,12120,10,4500,160,50,160,signaling_and_security
f17b05cc8a7651896df8c30884200e9a,climatizacao,300,5470,10,20000,320,510,160,air_conditioning
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,530,13980,10,3000,160,20,110,fashion_bags_accessories
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,340,1600,10,2500,260,140,140,furniture_decor
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,570,2450,20,19500,600,150,150,sports_leisure
ac5bae85a895724330c4acddd581b02b,telefonia,500,12540,20,5000,160,150,110,telephony
cbaff83e2c00a2b731d27276bbf52082,artes,590,14310,60,79000,700,150,700,art
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,530,2610,20,18000,410,90,340,bed_bath_table
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,600,8840,10,9000,370,30,230,garden_tools
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,520,680,70,2000,160,20,110,fashion_bags_accessories
60cf4effb6947283fa638d570bd07318,bebes,300,4100,40,45000,800,700,280,baby
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,480,3030,30,2500,210,70,150,consoles_games
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,590,9430,10,5500,160,250,120,housewares
65a6462e42e05ab3b8dc613566736825,malas_acessorios,490,5400,40,11000,390,120,280,luggage_accessories
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,530,2220,10,36000,400,200,400,bed_bath_table
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,560,2350,10,1000,160,30,110,consoles_games
0075c14603d80515e20908c156ceb47b,esporte_lazer,500,3290,20,1500,160,180,160,sports_leisure
5a42f73d92034010a4e00360fb0df099,esporte_lazer,550,1440,10,37750,180,130,160,sports_leisure
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,590,7970,20,14000,250,200,200,cool_stuff
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,530,4390,50,9000,220,70,180,consoles_games
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,600,4380,20,2500,200,120,200,watches_gifts
484bf1dff778a416389aafd0dee1cb11,brinquedos,550,8520,10,3500,210,90,160,toys
3cef8174403f4fdedbf24fa67fa9f132,bebes,390,8050,30,18000,180,320,270,baby
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,520,4200,20,50500,500,80,500,furniture_living_room
8d6cb00151d423c52855385c89f0bae8,automotivo,580,3860,10,271000,500,500,500,auto
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,500,2730,10,15000,650,80,380,home_appliances
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,430,5720,20,5000,160,110,110,watches_gifts
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,520,7000,20,3500,160,100,160,bed_bath_table
fc2edee55f4118969f4dc49f7a717605,automotivo,470,15480,30,5000,160,120,170,auto
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,550,4480,10,10000,200,200,200,sports_leisure
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,510,4100,20,3000,240,110,240,toys
50556c630443502c11acde1c320fe278,beleza_saude,590,2570,10,2500,160,20,200,health_beauty
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,510,8630,10,107000,400,400,400,health_beauty
722fb67c17907e21734449c091420bf5,utilidades_domesticas,290,2900,10,17000,320,210,220,housewares
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,310,6800,10,77000,390,280,250,garden_tools
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,570,7850,40,52000,200,600,350,sports_leisure
3014e35fd70fce29095ced5cdc89f4ce,telefonia,510,2440,10,1250,170,100,140,telephony
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,500,22200,10,157000,580,280,580,office_furniture
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,530,5990,20,3500,160,110,110,watches_gifts
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,570,6490,10,2130,160,100,130,sports_leisure
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,300,4010,30,1500,160,110,110,fashion_bags_accessories
1cf39a397efa955b102a52ee7ec5531c,automotivo,350,9070,30,182000,560,150,150,auto
f9471562478eba8761bc985b968a0092,utilidades_domesticas,380,3900,10,8500,180,210,150,housewares
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,550,9180,60,10500,160,200,160,home_construction
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,480,3820,50,2000,160,90,110,fashion_bags_accessories
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,320,420,10,3000,160,150,110,housewares
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,470,7640,10,2000,230,90,130,computers_accessories
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,520,4060,10,8000,200,250,250,sports_leisure
d458378a178cd7cae60052319cebf235,papelaria,500,1980,20,2000,240,70,140,stationery
596363933adf57df745ecbc8afeec226,esporte_lazer,500,8530,10,6980,460,100,140,sports_leisure
4473f3e5c65952b074ef987fa5c24662,telefonia,590,7760,60,3500,170,40,120,telephony
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,500,29130,30,10000,240,50,170,books_general_interest
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,530,5850,10,7830,210,130,280,computers_accessories
828fe032935d7c1901682e5b6cc076c2,perfumaria,480,10630,20,6000,200,200,200,perfumery
19502a282608c5627fb32e22724727fc,brinquedos,470,1810,10,116500,550,300,300,toys
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,420,3690,10,4000,160,20,110,costruction_tools_tools
657491063e8a63247a108a4d9cedf020,brinquedos,250,2740,10,30500,400,100,400,toys
a388f2043ca885de714453e4fac616e2,telefonia,500,7440,10,1000,160,30,110,telephony
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,440,23950,10,165000,400,250,260,garden_tools
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,590,4700,20,7500,340,140,240,housewares
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,390,4220,10,2500,360,40,200,fashion_underwear_beach
6d14f72afff32795290f2df6507f063c,malas_acessorios,590,4130,30,23000,840,140,200,luggage_accessories
75b433ca888fe027b18dfac89a284667,eletronicos,370,3740,10,13500,330,120,260,electronics
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,220,3880,30,5300,170,200,200,housewares
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,590,1620,10,13000,200,200,200,auto
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,590,6050,50,40000,570,140,360,fashion_shoes
224703229a7c966a5b191651e1561be2,esporte_lazer,520,2340,40,81500,200,200,200,sports_leisure
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,570,2720,10,22000,160,20,110,construction_tools_construction
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,550,10290,10,11500,200,250,200,health_beauty
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,600,3120,40,2000,160,20,110,watches_gifts
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,600,10680,30,4000,160,200,160,furniture_decor
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,630,2440,40,6000,290,120,230,furniture_decor
a5bc1334f1762ce0a844f3f694dc08e1,cama_mesa_banho,480,6450,10,12000,160,100,160,bed_bath_table
701ff123e9085dcc9c2f833efded6374,cool_stuff,500,2680,50,106640,610,630,350,cool_stuff
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,430,21480,20,18000,500,120,360,housewares
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,470,1540,30,5000,160,20,110,sports_leisure
47969dd948e918289f809be899ddfb4c,papelaria,480,5010,10,2580,190,120,190,stationery
446295cf6f689d4db477145815362608,papelaria,590,2090,10,14000,160,440,370,stationery
280c05c66173c2b377f3e449e33abc6d,brinquedos,590,6400,10,4000,350,70,350,toys
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,580,6550,50,13000,300,100,300,air_conditioning
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,550,3150,20,10000,300,100,250,bed_bath_table
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,520,12900,30,13000,300,100,180,pet_shop
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,580,4430,20,33050,380,360,190,toys
8bb6ace4cf2411747ea1cfecad5a458d,bebes,550,2240,20,60000,750,150,500,baby
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,500,2810,40,3000,350,50,250,computers_accessories
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,570,740,10,2500,200,20,150,bed_bath_table
bbaef2eadf31fe3ea6702077398be06c,perfumaria,450,10030,20,4000,180,110,110,perfumery
3fc3d637781e5d185455013606a6e2cd,eletronicos,320,12740,10,2500,160,100,300,electronics
21d325f98c6505a72b1bcf363f3d3f88,brinquedos,570,15320,20,12500,290,190,220,toys
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,470,10260,20,9500,400,60,400,fashion_male_clothing
c615805546392ec3b8a20c6590c4d400,pet_shop,540,2610,60,20000,300,340,170,pet_shop
6e9c52b407fea24064f7ab2b144fbf8c,bebes,560,13950,70,135750,710,810,440,baby
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,600,5370,10,6670,170,160,160,health_beauty
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,550,4570,20,2670,170,110,120,watches_gifts
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,600,6090,20,17500,450,200,400,bed_bath_table
dd783a33bc94bef9c728611320d559e7,beleza_saude,520,11130,10,1500,160,120,110,health_beauty
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,480,1350,10,105500,650,70,450,toys
20424e1f503b9ceeeee60b717b11ec36,utilidades_domesticas,570,12980,10,17250,1000,350,160,housewares
795ed173180b101b114960e572d2181f,malas_acessorios,430,2150,10,7000,450,100,310,luggage_accessories
40a75445dcf4958b8c9b3dac6898094b,esporte_lazer,290,13180,10,4000,340,160,160,sports_leisure
fff0a542c3c62682f23305214eaeaa24,papelaria,230,1460,30,3000,300,100,200,stationery
21419fbb5e6e21591c1dc83cb75aec07,casa_construcao,590,15820,10,58500,600,250,250,home_construction
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,470,6870,10,2670,170,110,130,watches_gifts
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,530,1550,20,15000,390,120,250,bed_bath_table
4e7f36f28c51e114a343625b628dd429,cool_stuff,420,7270,10,4000,240,160,140,cool_stuff
58bef3ad35aed45b92cf03510e6cf5ce,esporte_lazer,540,38300,10,13000,310,320,310,sports_leisure
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,580,1720,10,4000,160,100,140,housewares
aedb7e30007f6051c5b3f97156b0848a,artes,320,1950,10,1500,250,20,190,art
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,400,6540,10,6500,250,130,140,health_beauty
7207700449f2433076d70a5b1c004eb4,consoles_games,440,4210,10,7060,320,80,380,consoles_games
582dfc3697c5f834a5ddf28460ba9222,fashion_bolsas_e_acessorios,590,2510,10,3000,250,100,250,fashion_bags_accessories
54910b8287ecea5f93a008ebfa94a15c,cama_mesa_banho,410,2420,10,48500,750,50,500,bed_bath_table
ecaae002060173ec59f5b168cbd55d70,automotivo,510,17410,10,8250,200,240,150,auto
9e48435521202c8795e21ac42efcc761,informatica_acessorios,310,4320,10,6000,460,30,150,computers_accessories
f46c384460008df0071849d01b39834f,esporte_lazer,530,5270,20,7000,230,90,110,sports_leisure
4fe53f6c123977ffa0dda91a2962c9e8,moveis_decoracao,510,14420,10,3000,400,100,270,furniture_decor
7aeb83cae61b0e94e6426cba2598ad9e,utilidades_domesticas,550,4710,20,12700,170,140,170,housewares
3fc23ad64a8ee1f1451c8c44932c5d22,construcao_ferramentas_ferramentas,400,3380,10,4500,200,20,110,costruction_tools_tools
dccef777bc505f2eca720502c209988d,eletrodomesticos,560,1730,10,1500,180,80,130,home_appliances
b6be875acca0b4862cae6479c5d9e6fa,ferramentas_jardim,490,1920,10,2000,160,30,110,garden_tools
84e1b9c6ba2ed178bd217097b41f1251,moveis_cozinha_area_de_servico_jantar_e_jardim,500,8590,10,108930,330,880,440,kitchen_dining_laundry_garden_furniture
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,530,5240,10,18000,250,70,200,housewares
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,290,5660,20,12200,200,330,220,toys
6a61a5d77a8571a0646e8c0f75f572f4,beleza_saude,530,13680,60,3600,300,190,220,health_beauty
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,520,4240,10,1750,220,110,150,electronics
2de8789bf8abcd2f6c7866f9429b1986,pet_shop,500,8520,10,19000,500,130,700,pet_shop
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,370,6210,50,2500,200,200,200,sports_leisure
9181a16945ef449aa81212d5139945ec,bebes,580,12610,30,69500,850,110,500,baby
b166907a5770631b7deedd0891b1b7ab,utilidades_domesticas,570,10940,10,11000,550,50,400,housewares
302a19dacdbb5ed2f74f9dee8126ef79,bebes,640,8820,50,3000,170,70,240,baby
1fb2c1a0d7f863e0644077cb5d8f80df,moveis_escritorio,410,22610,10,165000,580,280,580,office_furniture
0a17941f41b99d2f070fab54b458a4a4,malas_acessorios,280,4530,10,3000,160,230,190,luggage_accessories
98190f6a2c3253d07ca86525bb238162,eletronicos,250,8130,10,18360,610,60,240,electronics
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,590,8220,10,1750,180,220,160,health_beauty
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,530,5790,10,6750,220,240,210,toys
71c808620fa8dafbe6cd6c638cc67567,esporte_lazer,580,5680,40,2000,260,50,200,sports_leisure
25cdef5b1428725aa16b8b9a6fbd72ca,industria_comercio_e_negocios,580,10580,10,12000,300,200,300,industry_commerce_and_business
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,320,10740,20,2000,390,20,300,computers_accessories
3b82733180834cc02658403163260204,moveis_escritorio,460,11930,20,161000,630,610,240,office_furniture
eca3036ef7ba11b3331c334b7053fe13,telefonia,510,4430,10,1170,190,40,120,telephony
6b75ce117b8fcc75289cb6cbe589de6c,telefonia_fixa,270,12170,10,4550,360,180,270,fixed_telephony
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,550,6130,10,5500,160,100,160,bed_bath_table
5cfe07a11fd4f35d3c5ca21cd60cee6e,fashion_calcados,540,4040,40,7500,220,120,330,fashion_shoes
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,430,4470,20,5860,180,110,130,cool_stuff
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,570,9190,60,5400,160,270,160,construction_tools_lights
